Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Bad Energy,0|0|0|0|0|100,Win,,,,,,,,,,,,,,
,,,,,,StopMortal,31,0,9,2,0,2,1,11,64.7,17,9,15,60.0
,,,,,,Im Vxnom,29,3,2,2,0,1,0,11,68.8,16,7,10,70.0
,,,,,,AintThatOurBall,24,9,3,6,0,1,0,10,83.3,12,4,5,80.0
,,,,,,CJ_OnDeck,12,1,1,3,0,0,0,5,71.4,7,2,2,100.0
,,,,,,nxtgenstreetTTV,4,4,6,1,1,0,0,2,50.0,4,0,0,0
,,,No Cap Pro Am,0|0|0|0|0|52,Loss,,,,,,,,,,,,,,,
,,,,,,Sells_TV,15,0,1,1,0,2,2,6,75.0,8,3,4,75.0
,,,,,,TTV-II|205|||,11,1,10,0,0,0,9,5,55.6,9,1,3,33.3
,,,,,,GBN_Boosted,10,1,6,0,0,1,2,4,80.0,5,2,2,100.0
,,,,,,Billion_TTV,9,7,1,0,0,1,1,4,80.0,5,1,1,100.0
,,,,,,eastcideYP357,7,0,0,0,0,0,2,3,50.0,6,1,2,50.0
