Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,RuskaRomaPrep,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,|GodSent|-,24,0,0,2,0,2,0,9,75.0,12,6,8,75.0
,,,,,,Earlier-it,20,0,3,0,0,0,1,7,58.3,12,6,9,66.7
,,,,,,Mir-In-Motion,15,6,1,1,1,1,4,5,55.6,9,3,4,75.0
,,,,,,zSTNx,9,0,6,2,0,0,3,3,33.3,9,3,6,50.0
,,,,,,GodSentMel,5,14,12,2,1,0,1,1,50.0,2,1,1,100.0
,,,6ixFatal,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,,
,,,,,,Yaegoated,18,5,5,0,0,0,3,9,90.0,10,0,0,0
,,,,,,Ttv-bangbrojayloo,14,0,5,1,0,0,0,6,66.7,9,2,4,50.0
,,,,,,IIITeelll,10,0,8,1,0,0,4,4,44.4,9,2,4,50.0
,,,,,,BroNemGrave-,9,0,3,1,0,2,0,4,66.7,6,1,2,50.0
,,,,,,Teeswings,5,5,2,4,0,3,2,2,50.0,4,1,2,50.0
