Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,24,0,5,0,0,0,2,7,53.8,13,6,11,54.5
,,,,,,YouxBop,23,0,1,0,0,2,1,8,100.0,8,7,7,100.0
,,,,,,Oc-ern-,13,0,6,4,0,4,0,5,41.7,12,3,6,50.0
,,,,,,OC-SlightlyLate,8,3,3,1,0,1,1,4,80.0,5,0,0,0
,,,,,,QueTreyz33,6,5,5,2,1,0,2,2,33.3,6,2,6,33.3
,,,Defy Gravity,0|0|0|0|0|92,Win,,,,,,,,,,,,,,,
,,,,,,mo means,32,6,3,2,0,2,1,13,92.9,14,5,6,83.3
,,,,,,Jaigy,18,0,7,0,0,0,2,7,63.6,11,4,7,57.1
,,,,,,llSafll,17,0,10,0,0,0,2,6,60.0,10,5,8,62.5
,,,,,,Ayeeyoocorb,13,17,6,1,0,1,2,6,75.0,8,1,2,50.0
,,,,,,NextLaneOpen-,12,0,0,3,0,0,3,5,71.4,7,2,3,66.7
