Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,lgothagun,27,0,14,0,0,1,0,10,71.4,14,7,10,70.0
,,,,,,xojask,18,11,4,0,0,2,4,8,88.9,9,2,3,66.7
,,,,,,SioDied,14,0,3,2,1,1,0,6,85.7,7,2,3,66.7
,,,,,,outxshyne,13,0,0,1,0,0,0,6,75.0,8,1,1,100.0
,,,,,,Agaara,6,0,1,2,0,3,0,3,100.0,3,0,0,0
,,,Know Ego,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,AustinReegs,23,0,4,1,0,0,3,9,52.9,17,5,12,41.7
,,,,,,llSummon,19,7,3,0,0,0,0,9,81.8,11,1,2,50.0
,,,,,,FeenBitesBak,13,0,0,1,0,2,0,5,71.4,7,3,5,60.0
,,,,,,Shalla-Bal,9,6,1,1,0,0,0,3,100.0,3,3,3,100.0
,,,,,,Belichecked,5,0,8,0,0,2,2,2,22.2,9,1,7,14.3
