Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|85,Win,,,,,,,,,,,,,,
,,,,,,outxshyne,19,0,1,0,0,3,1,7,87.5,8,2,3,66.7
,,,,,,SioDied,19,3,4,4,0,2,0,7,70.0,10,5,7,71.4
,,,,,,Agaara,18,1,1,2,0,2,1,8,80.0,10,2,4,50.0
,,,,,,xojask,17,11,6,2,2,1,0,7,63.6,11,3,4,75.0
,,,,,,lgothagun,12,1,12,0,0,0,0,4,50.0,8,1,4,25.0
,,,Know Ego,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,,
,,,,,,AustinReegs,33,1,0,1,0,1,5,13,59.1,22,7,14,50.0
,,,,,,llSummon,10,9,4,0,0,0,2,5,83.3,6,0,0,0
,,,,,,FeenBitesBak,7,0,0,0,0,2,0,3,60.0,5,1,3,33.3
,,,,,,Shalla-Bal,7,7,3,0,0,0,0,2,33.3,6,1,3,33.3
,,,,,,Belichecked,3,0,5,0,0,3,2,1,20.0,5,1,5,20.0
