Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Supreme styles,0|0|0|0|0|51,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,28,0,2,1,0,3,1,10,62.5,16,7,13,53.8
,,,,,,Iiithexmaniii,9,1,5,0,0,1,3,4,44.4,9,1,4,25.0
,,,,,,Manzebk,9,7,5,0,0,3,2,4,33.3,12,0,6,0.0
,,,,,,Stammm7,3,2,0,0,1,4,0,1,100.0,1,1,1,100.0
,,,,,,PeRcTooCold,2,0,1,0,0,3,1,1,100.0,1,0,0,0
,,,Spaced Out SOE,0|0|0|0|0|85,Win,,,,,,,,,,,,,,,
,,,,,,Newfound Joy,23,3,0,1,1,2,0,8,80.0,10,6,8,75.0
,,,,,,TheParanoidduck,23,14,6,0,0,2,0,9,75.0,12,1,2,50.0
,,,,,,Integrals,21,0,4,3,0,1,0,8,66.7,12,3,7,42.9
,,,,,,MikeHonchoooo,10,0,12,0,0,2,1,4,80.0,5,2,3,66.7
,,,,,,Ablueeee,8,2,3,2,0,2,0,3,75.0,4,2,3,66.7
