Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|76,Loss,,,,,,,,,,,,,,
,,,,,,YouWentOnLive,30,0,1,0,0,2,0,11,55.0,20,8,15,53.3
,,,,,,Ejenk21,20,0,8,1,0,0,2,6,50.0,12,6,12,50.0
,,,,,,Ksquaddavis,14,1,1,0,0,3,0,5,45.5,11,4,9,44.4
,,,,,,exploitgawdtv--,6,11,8,1,1,3,3,2,40.0,5,0,0,0
,,,,,,ysalB,6,6,2,0,1,0,0,2,100.0,2,2,2,100.0
,,,Hoop Nation,0|0|0|0|0|97,Win,,,,,,,,,,,,,,,
,,,,,,Perlsmutty,34,0,3,1,0,1,1,11,61.1,18,11,18,61.1
,,,,,,Deadpoolk,30,1,5,0,0,1,0,10,66.7,15,7,11,63.6
,,,,,,TTurboXXL,15,2,4,0,1,2,0,5,83.3,6,5,5,100.0
,,,,,,wavvyxxll,15,18,8,0,0,0,1,7,87.5,8,0,0,0
,,,,,,HAAMICIDE,3,0,0,3,1,3,1,1,33.3,3,1,2,50.0
