Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,
,,,,,,Agaara,16,1,2,3,0,0,0,6,54.5,11,4,6,66.7
,,,,,,outxshyne,13,0,1,4,0,1,1,6,60.0,10,1,2,50.0
,,,,,,SioDied,11,5,3,0,0,0,2,5,50.0,10,1,5,20.0
,,,,,,lgothagun,8,0,6,0,0,0,4,3,37.5,8,2,7,28.6
,,,,,,xojask,8,11,6,2,0,2,2,4,66.7,6,0,1,0.0
,,,Hoop Nation,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,Deadpoolk,25,1,5,1,0,0,4,9,56.3,16,7,14,50.0
,,,,,,Perlsmutty,18,0,10,1,0,0,3,7,70.0,10,4,5,80.0
,,,,,,HAAMICIDE,14,0,0,2,0,3,1,6,85.7,7,2,3,66.7
,,,,,,TTurboXXL,9,7,1,2,0,2,0,3,100.0,3,3,3,100.0
,,,,,,wavvyxxll,8,9,3,1,0,2,1,4,57.1,7,0,3,0.0
