Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,LeanTeam,0|0|0|0|0|81,Win,,,,,,,,,,,,,,
,,,,,,LTMaal,24,0,20,0,0,4,4,7,100.0,7,2,2,100.0
,,,,,,LTDupes,24,5,0,0,1,0,1,10,66.7,15,4,7,57.1
,,,,,,D redd2x,13,4,1,3,0,1,1,5,71.4,7,3,4,75.0
,,,,,,Im Their Plug,12,3,4,3,1,2,0,5,62.5,8,2,4,50.0
,,,,,,Kyng Gaza,8,0,0,0,0,0,0,3,75.0,4,2,2,100.0
,,,Money On The Floor,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,MiBoundzz,25,3,1,0,0,1,1,12,92.3,13,0,0,0
,,,,,,Im Not Dimes,23,1,15,1,0,2,3,8,50.0,16,7,13,53.8
,,,,,,pGrinchy TTv,21,0,1,0,1,1,1,8,80.0,10,5,5,100.0
,,,,,,Kmoney WT,3,5,5,5,0,2,2,1,33.3,3,1,2,50.0
,,,,,,MannyTAFT,2,0,0,0,0,3,0,1,50.0,2,0,1,0.0
