Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|102,Win,,,,,,,,,,,,,,
,,,,,,Fen Sins,43,0,7,1,0,0,0,16,76.2,21,9,13,69.2
,,,,,,I CheddR I,22,0,10,1,0,0,1,8,72.7,11,6,8,75.0
,,,,,,King Plamer,14,4,3,2,1,3,0,5,83.3,6,4,5,80.0
,,,,,,Reedrix,12,13,7,0,1,0,1,6,85.7,7,0,0,0
,,,,,,VelcroV,11,0,1,2,0,1,0,4,57.1,7,3,4,75.0
,,,Untouchabulls,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,LockGPT,28,0,4,0,0,4,1,11,73.3,15,6,8,75.0
,,,,,,ISwaggyz,19,0,6,0,0,0,3,7,36.8,19,5,12,41.7
,,,,,,Controverssy,14,3,0,1,0,0,1,6,75.0,8,0,1,0.0
,,,,,,o Zensation,8,6,2,0,1,0,0,3,60.0,5,2,3,66.7
,,,,,,ICoscu,0,5,4,1,0,1,1,0,0.0,1,0,1,0.0
