Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Untouchabulls,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,
,,,,,,ISwaggyz,43,0,7,1,0,2,0,16,69.6,23,9,16,56.3
,,,,,,LockGPT,14,0,3,2,0,2,0,5,55.6,9,4,6,66.7
,,,,,,ICoscu,10,3,3,0,0,2,0,4,66.7,6,2,3,66.7
,,,,,,Controverssy,8,9,4,0,0,1,4,3,75.0,4,0,0,0
,,,,,,o Zensation,2,4,1,0,1,1,1,1,33.3,3,0,2,0.0
,,,SWVA PARADISE,0|0|0|0|0|78,Win,,,,,,,,,,,,,,,
,,,,,,Fen Sins,26,0,7,1,0,3,0,10,66.7,15,6,9,66.7
,,,,,,I CheddR I,16,0,5,0,0,1,2,6,50.0,12,4,7,57.1
,,,,,,VelcroV,14,0,3,2,0,1,0,6,85.7,7,2,3,66.7
,,,,,,King Plamer,13,1,2,2,1,1,0,5,50.0,10,3,5,60.0
,,,,,,Reedrix,9,15,5,0,0,0,1,4,80.0,5,0,0,0
