Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,The 6ixx Prep,0|0|0|0|0|50,Loss,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,17,0,4,2,0,2,3,7,50.0,14,3,9,33.3
,,,,,,Stealoh,15,0,6,0,0,0,4,4,36.4,11,4,11,36.4
,,,,,,Svmmrs1of1,10,13,2,1,0,1,2,5,83.3,6,0,0,0
,,,,,,LocckJa,6,0,1,1,0,1,1,3,37.5,8,0,3,0.0
,,,,,,Spookynugget24,2,2,1,3,1,1,0,1,20.0,5,0,2,0.0
,,,Must See TV,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,Osakueva,32,0,8,2,0,0,3,12,75.0,16,6,10,60.0
,,,,,,A WalkingBucket_,24,0,4,2,0,2,2,9,90.0,10,6,7,85.7
,,,,,,Flac0__0,14,6,0,2,0,0,1,6,54.5,11,2,3,66.7
,,,,,,Jery05,7,11,2,3,0,1,2,3,75.0,4,1,1,100.0
,,,,,,Solaar,6,1,1,1,0,1,0,2,100.0,2,2,2,100.0
