Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Lightsout,0|0|0|0|0|87,Win,,,,,,,,,,,,,,
,,,,,,IIIzIIII,45,0,1,2,0,0,0,15,57.7,26,13,22,59.1
,,,,,,TmChris2k,16,0,8,1,0,0,0,5,83.3,6,4,5,80.0
,,,,,,XFatboyTrae,12,12,7,0,0,2,3,5,83.3,6,0,0,0
,,,,,,IRecedel,11,0,0,3,0,1,1,4,66.7,6,3,5,60.0
,,,,,,Melder_,3,1,3,1,0,0,0,1,33.3,3,1,3,33.3
,,,Hells Paradise,0|0|0|0|0|86,Loss,,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,31,0,14,0,0,0,4,11,91.7,12,9,9,100.0
,,,,,,TTV 4kJayW,26,0,3,0,0,2,1,10,76.9,13,6,8,75.0
,,,,,,DonJulioTV,12,0,0,0,0,3,0,4,80.0,5,4,5,80.0
,,,,,,Jitzeus,11,11,6,0,0,3,2,5,62.5,8,0,1,0.0
,,,,,,MJ EXISTS,6,1,1,0,0,2,0,3,75.0,4,0,0,0
