Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/27/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|70,Win,,,,,,,,,,,,,,
,,,,,,Ejenk21,19,0,8,2,0,0,2,6,50.0,12,5,10,50.0
,,,,,,ysalB,15,6,3,2,1,0,0,6,60.0,10,3,7,42.9
,,,,,,Ksquaddavis,14,1,0,3,0,0,1,5,83.3,6,4,4,100.0
,,,,,,YouWentOnLive,12,0,1,2,0,0,1,5,41.7,12,2,7,28.6
,,,,,,exploitgawdtv--,10,11,10,0,0,0,3,4,57.1,7,1,2,50.0
,,,Triborough,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,CrushMyShi,20,0,5,0,0,1,4,7,63.6,11,6,8,75.0
,,,,,,Saucejigga,19,1,0,3,0,0,1,8,88.9,9,3,4,75.0
,,,,,,G_RAWWW3,17,3,3,2,3,0,1,6,66.7,9,5,8,62.5
,,,,,,BaseballJ-TikTok,11,3,6,1,0,3,3,4,40.0,10,3,7,42.9
,,,,,,ITROYBOYI,2,8,3,1,1,3,0,1,50.0,2,0,0,0
