Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Fenix,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,VizionHated,35,0,10,2,0,0,1,15,65.2,23,5,12,41.7
,,,,,,xLeCuban,16,12,5,3,0,2,1,8,80.0,10,0,2,0.0
,,,,,,makina319,13,1,2,1,0,1,0,5,62.5,8,3,6,50.0
,,,,,,Glyziix-,8,0,1,2,0,2,0,4,80.0,5,0,0,0
,,,,,,DC-24RD-,8,0,0,1,0,0,1,3,60.0,5,2,2,100.0
,,,6ix Lab,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,,
,,,,,,xoFaruq,32,10,2,1,0,1,3,14,87.5,16,1,1,100.0
,,,,,,TrollEm Hates Buc,27,1,11,0,0,0,1,9,69.2,13,7,11,63.6
,,,,,,sikko,6,0,0,0,0,2,1,3,50.0,6,0,3,0.0
,,,,,,dontsllp,5,0,5,1,0,0,3,2,50.0,4,1,2,50.0
,,,,,,jayadebayo,2,3,1,1,0,0,2,1,33.3,3,0,2,0.0
