Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Fenix,0|0|0|0|0|89,Win,,,,,,,,,,,,,,
,,,,,,VizionHated,33,0,15,1,0,2,1,11,42.3,26,7,15,46.7
,,,,,,llchillzll,16,13,6,1,1,0,2,8,88.9,9,0,0,0
,,,,,,Glyziix-,15,0,0,1,1,2,0,6,85.7,7,1,2,50.0
,,,,,,makina319,15,1,3,1,0,1,0,7,77.8,9,1,2,50.0
,,,,,,PanSobao-PR,10,5,1,4,0,4,1,4,66.7,6,2,3,66.7
,,,InVigor Alliance,0|0|0|0|0|88,Loss,,,,,,,,,,,,,,,
,,,,,,KPMR,31,1,2,3,2,4,2,11,61.1,18,7,11,63.6
,,,,,,ImThePringleman,17,0,9,0,0,1,2,7,77.8,9,3,5,60.0
,,,,,,bronx_duffle,15,6,4,1,0,1,1,6,85.7,7,3,4,75.0
,,,,,,lakiwi,13,2,12,0,0,0,3,5,50.0,10,3,7,42.9
,,,,,,Smoove Tristxn,12,10,3,0,1,0,1,6,75.0,8,0,0,0
