Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,DogHouse,0|0|0|0|0|76,Loss,,,,,,,,,,,,,,
,,,,,,LvKaid,42,0,7,0,0,0,6,14,63.6,22,14,19,73.7
,,,,,,xVisTuff,14,0,1,1,1,1,0,5,62.5,8,4,6,66.7
,,,,,,KingPapiDrip,10,7,4,0,0,3,0,4,100.0,4,2,2,100.0
,,,,,,STF_Merk,7,0,1,2,1,2,0,3,60.0,5,1,2,50.0
,,,,,,ShootLikeDev,3,0,0,2,0,0,0,1,33.3,3,1,3,33.3
,,,Zentastic5,0|0|0|0|0|80,Win,,,,,,,,,,,,,,,
,,,,,,Guess passes,25,0,10,0,0,0,2,9,75.0,12,5,8,62.5
,,,,,,iFlaccoTV,19,1,1,4,0,3,0,8,100.0,8,1,1,100.0
,,,,,,Chriskickz,14,0,4,1,0,0,0,6,66.7,9,1,4,25.0
,,,,,,Hey feared,14,7,2,0,0,0,2,7,77.8,9,0,1,0.0
,,,,,,Stackinstops,8,4,3,1,0,3,1,3,100.0,3,2,2,100.0
