Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,DogHouse,0|0|0|0|0|83,Win,,,,,,,,,,,,,,
,,,,,,LvKaid,42,0,8,2,0,0,0,13,68.4,19,13,19,68.4
,,,,,,xVisTuff,25,0,3,1,0,0,1,9,81.8,11,7,7,100.0
,,,,,,ShootLikeDev,9,0,0,0,0,2,0,3,60.0,5,3,5,60.0
,,,,,,KingPapiDrip,4,12,5,1,0,4,0,1,50.0,2,0,1,0.0
,,,,,,STF_Merk,3,2,0,1,0,1,2,1,20.0,5,1,4,25.0
,,,Defy Gravity,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,,
,,,,,,NextLaneOpen-,26,0,0,1,0,4,0,9,69.2,13,8,11,72.7
,,,,,,mo means,17,1,4,1,0,2,3,6,42.9,14,5,8,62.5
,,,,,,llSafll,13,0,6,0,0,0,0,5,35.7,14,3,8,37.5
,,,,,,Ayeeyoocorb,9,24,8,1,0,3,3,3,75.0,4,0,0,0
,,,,,,DenyDots,8,1,0,0,0,0,0,3,42.9,7,2,5,40.0
