Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,High Octane,0|0|0|0|0|85,Win,,,,,,,,,,,,,,
,,,,,,SpilledMyWock-,30,2,12,0,0,0,2,11,84.6,13,6,8,75.0
,,,,,,II Quaa II,17,0,6,2,0,3,0,6,60.0,10,3,6,50.0
,,,,,,xHatedKy,15,0,1,3,0,1,0,7,87.5,8,1,2,50.0
,,,,,,IIDevoll,12,4,2,0,1,2,0,5,100.0,5,2,2,100.0
,,,,,,PurpDaMenace,11,8,3,1,0,1,1,5,62.5,8,1,1,100.0
,,,Two City Cyclones,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,,
,,,,,,SlimlQ,23,3,16,1,0,2,3,8,47.1,17,7,14,50.0
,,,,,,eljefe_5k,16,7,1,0,1,1,1,8,88.9,9,0,0,0
,,,,,,YSNrunitup,13,0,2,0,0,0,2,6,85.7,7,1,2,50.0
,,,,,,llLoadingll,8,1,1,1,0,4,0,3,50.0,6,2,4,50.0
,,,,,,cheekylocc,6,0,1,0,0,1,1,3,100.0,3,0,0,0
