Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Hells Paradise,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,TTV 4kJayW,42,0,1,1,0,1,0,15,78.9,19,12,15,80.0
,,,,,,Sinnerz ll,19,0,17,0,0,0,3,7,77.8,9,4,6,66.7
,,,,,,Jitzeus,16,5,4,0,0,0,0,8,88.9,9,0,1,0.0
,,,,,,MJ EXISTS,3,4,0,2,0,1,0,1,33.3,3,1,2,50.0
,,,,,,DonJulioTV,2,7,2,2,0,2,2,1,20.0,5,0,1,0.0
,,,Heartless,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,,
,,,,,,GINOBILLI,23,0,10,2,0,1,3,8,61.5,13,7,12,58.3
,,,,,,ILouiiV,14,6,3,1,1,0,0,7,87.5,8,0,0,0
,,,,,,lllllll1,12,0,3,0,0,3,1,4,50.0,8,4,7,57.1
,,,,,,Prvmx,11,1,3,1,0,3,2,5,62.5,8,1,3,33.3
,,,,,,EmbraceDaEgo,8,4,2,0,0,1,0,3,75.0,4,2,2,100.0
