Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,6ixFatal,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,24,0,6,2,0,1,1,9,56.3,16,6,12,50.0
,,,,,,BroNemGrave-,17,0,2,2,0,2,1,6,60.0,10,5,8,62.5
,,,,,,Teeswings,15,2,3,5,0,1,2,5,71.4,7,5,7,71.4
,,,,,,IIITeelll,14,1,8,0,0,1,3,5,45.5,11,2,7,28.6
,,,,,,Yaegoated,6,15,5,0,0,0,0,3,75.0,4,0,0,0
,,,Know Ego,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,,
,,,,,,AustinReegs,36,1,0,3,0,0,2,12,48.0,25,12,25,48.0
,,,,,,Belichecked,12,0,2,0,0,2,3,4,44.4,9,4,8,50.0
,,,,,,FeenBitesBak,11,3,1,3,0,1,0,5,100.0,5,0,0,0
,,,,,,llSummon,10,11,3,0,0,1,3,5,50.0,10,0,4,0.0
,,,,,,Shalla-Bal,3,10,0,1,0,0,2,1,33.3,3,1,2,50.0
