Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Hoop culture,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,
,,,Franchise,0|0|0|0|0|70,Win,,,,,,,,,,,,,,,
