Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|40,Loss,,,,,,,,,,,,,,
,,,,,,NeverPassingIt,11,0,0,0,0,1,0,4,57.1,7,3,6,50.0
,,,,,,XFrostFades,10,0,0,0,0,1,1,3,60.0,5,3,4,75.0
,,,,,,Coachwhogamesttv,8,1,7,2,0,1,4,3,37.5,8,2,5,40.0
,,,,,,IlMarkNuttlI,8,2,1,0,0,0,1,3,60.0,5,2,4,50.0
,,,,,,Laayupk,3,1,2,2,0,1,0,1,25.0,4,1,4,25.0
,,,Liquid Pro Am,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,doodlebam,34,0,2,0,0,0,0,11,84.6,13,10,10,100.0
,,,,,,Zayynossll,15,2,1,3,0,1,2,5,83.3,6,5,6,83.3
,,,,,,Antoinelove,14,0,3,1,0,1,0,5,71.4,7,4,6,66.7
,,,,,,winningNgaining,6,10,9,1,0,0,2,3,100.0,3,0,0,0
,,,,,,jaysnagss,5,4,2,1,1,0,1,2,100.0,2,1,1,100.0
