Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Hidden Greatness,0|0|0|0|0|51,Loss,,,,,,,,,,,,,,
,,,,,,EvolutionDrizzy,17,0,6,2,0,1,1,6,54.5,11,3,7,42.9
,,,,,,Bufsi,16,4,1,1,0,0,0,6,100.0,6,2,2,100.0
,,,,,,Tfjuice,8,0,0,1,0,1,0,4,66.7,6,0,1,0.0
,,,,,,Futurewyd,7,1,8,1,0,0,4,3,27.3,11,1,7,14.3
,,,,,,EvolutionWillie,3,6,1,1,0,0,1,1,33.3,3,1,2,50.0
,,,Heartless,0|0|0|0|0|62,Win,,,,,,,,,,,,,,,
,,,,,,lllllll1,17,0,8,0,0,0,0,6,66.7,9,4,7,57.1
,,,,,,Prvmx,14,0,5,3,0,0,0,6,75.0,8,2,3,66.7
,,,,,,GINOBILLI,12,3,3,0,0,1,3,5,41.7,12,2,4,50.0
,,,,,,II MxL II,11,5,2,1,0,2,0,5,83.3,6,1,1,100.0
,,,,,,ILouiiV,8,11,0,0,1,1,4,4,80.0,5,0,0,0
