Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,DUB DYNASTY,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,Tiktokpablo,42,0,12,0,0,1,1,15,71.4,21,5,7,71.4
,,,,,,Zendrawlin,21,9,3,0,1,2,3,9,81.8,11,1,2,50.0
,,,,,,DynastyxTay,6,0,0,0,0,4,0,2,66.7,3,2,3,66.7
,,,,,,Dynastyxkdub2k,5,5,0,1,1,3,0,2,66.7,3,1,2,50.0
,,,,,,Iplayhashttv,4,0,4,1,0,0,1,2,33.3,6,0,2,0.0
,,,Dawg Mentality,0|0|0|0|0|76,Loss,,,,,,,,,,,,,,,
,,,,,,Drenchgod919,24,13,2,0,1,2,1,12,70.6,17,0,0,0
,,,,,,IIG3NEII,16,0,15,1,0,1,1,5,38.5,13,4,9,44.4
,,,,,,Trust In Mikey,16,0,3,2,1,2,1,6,54.5,11,2,4,50.0
,,,,,,JGxCashout919,15,2,0,1,0,3,0,5,62.5,8,4,5,80.0
,,,,,,Lane Stealin,5,7,0,0,0,1,1,1,20.0,5,1,5,20.0
