Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Below Zero Gaming,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,
,,,,,,DrakeTheBEAST101,19,1,6,0,0,4,1,7,63.6,11,2,6,33.3
,,,,,,stillgood,17,0,4,0,0,2,3,5,38.5,13,2,6,33.3
,,,,,,RebelsKickIt,14,0,1,1,0,3,0,5,62.5,8,4,7,57.1
,,,,,,llPushinTeell,8,3,3,4,1,1,2,3,60.0,5,2,2,100.0
,,,,,,AnaniJade,8,9,0,0,1,1,3,4,80.0,5,0,0,0
,,,Hoop culture,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,StopMyMid,36,0,12,3,0,0,5,14,82.4,17,6,9,66.7
,,,,,,Routted,18,0,3,0,0,0,1,7,58.3,12,4,9,44.4
,,,,,,BeltThem,12,1,3,3,0,5,0,5,100.0,5,2,2,100.0
,,,,,,EST-TRU,8,2,0,0,0,4,0,3,75.0,4,2,3,66.7
,,,,,,TayGilgeous,8,14,3,2,0,1,0,4,44.4,9,0,2,0.0
