Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Hidden Greatness,0|0|0|0|0|58,Loss,,,,,,,,,,,,,,
,,,,,,Tfjuice,17,0,2,2,0,0,0,6,54.5,11,5,10,50.0
,,,,,,EvolutionDrizzy,13,0,7,0,0,0,4,4,57.1,7,1,4,25.0
,,,,,,EvolutionWillie,12,5,1,0,0,0,1,4,50.0,8,4,8,50.0
,,,,,,Bufsi,11,17,1,2,0,0,2,5,50.0,10,1,4,25.0
,,,,,,Futurewyd,5,0,8,1,0,1,6,1,16.7,6,1,6,16.7
,,,Loyalty Runs Deep,0|0|0|0|0|77,Win,,,,,,,,,,,,,,,
,,,,,,R1 oSaints,25,1,1,4,1,1,0,10,83.3,12,5,5,100.0
,,,,,,BlacLabelz0,24,1,3,2,0,3,4,9,47.4,19,6,12,50.0
,,,,,,IIIAmVicious,14,1,1,5,0,3,0,5,55.6,9,4,8,50.0
,,,,,,LuisGotNext,8,12,3,0,1,2,2,4,80.0,5,0,0,0
,,,,,,ZiZoe,6,5,3,1,0,2,0,2,40.0,5,2,5,40.0
