Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,Spaced Out SOE,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,
,,,,,,MikeHonchoooo,18,0,1,1,0,3,0,6,75.0,8,6,7,85.7
,,,,,,Ablueeee,17,4,2,1,0,3,0,6,66.7,9,5,6,83.3
,,,,,,STiLL METRi,16,0,1,1,0,2,3,6,54.5,11,4,7,57.1
,,,,,,Integrals,13,0,10,2,0,1,6,6,85.7,7,1,1,100.0
,,,,,,TheParanoidduck,10,6,6,0,0,0,1,4,44.4,9,2,7,28.6
,,,Nun But Killas,0|0|0|0|0|95,Win,,,,,,,,,,,,,,,
,,,,,,Blewstrips,32,1,8,0,0,0,4,12,80.0,15,8,10,80.0
,,,,,,Daehonncho,30,0,4,2,0,1,0,10,71.4,14,5,8,62.5
,,,,,,ForgivePxrge,13,2,1,1,0,1,1,5,100.0,5,3,3,100.0
,,,,,,Defensive1stTeam,10,12,6,0,0,0,2,5,83.3,6,0,0,0
,,,,,,Hennmothy,10,0,2,4,0,0,1,3,75.0,4,2,2,100.0
