Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,Spaced Out SOE,0|0|0|0|0|86,Win,,,,,,,,,,,,,,
,,,,,,Integrals,31,0,8,3,0,1,1,13,76.5,17,4,8,50.0
,,,,,,Ablueeee,21,5,5,2,0,2,0,9,90.0,10,3,3,100.0
,,,,,,Newfound Joy,17,5,2,3,0,0,2,7,53.8,13,3,6,50.0
,,,,,,Search Bron,14,16,8,1,0,3,1,7,87.5,8,0,1,0.0
,,,,,,MikeHonchoooo,3,0,11,2,0,0,3,1,16.7,6,1,6,16.7
,,,Black Men Don't Cheat,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,push meds,21,0,0,2,0,0,2,9,60.0,15,3,6,50.0
,,,,,,Ejenk21,21,0,4,0,0,3,5,6,42.9,14,6,14,42.9
,,,,,,Ksquaddavis,14,1,2,1,0,2,0,4,33.3,12,3,10,30.0
,,,,,,LeGunDownJames,11,0,0,1,0,0,1,4,80.0,5,3,3,100.0
,,,,,,exploitgawdtv--,0,15,10,1,0,1,3,0,0.0,3,0,0,0
