Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Hoop Nation,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,HAAMICIDE,30,0,0,1,0,4,0,10,90.9,11,10,11,90.9
,,,,,,Deadpoolk,17,1,4,1,0,0,2,5,50.0,10,2,6,33.3
,,,,,,Perlsmutty,15,0,8,1,0,0,0,6,60.0,10,3,7,42.9
,,,,,,wavvyxxll,9,13,2,0,1,1,0,4,66.7,6,1,2,50.0
,,,,,,TTurboXXL,6,5,1,0,0,1,3,1,25.0,4,1,3,33.3
,,,ZeroTolerance,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,,
,,,,,,outxshyne,19,1,4,1,0,0,1,6,54.5,11,4,7,57.1
,,,,,,SioDied,14,3,1,0,0,0,0,6,54.5,11,2,5,40.0
,,,,,,xojask,11,12,5,1,0,2,1,5,71.4,7,1,3,33.3
,,,,,,Agaara,9,0,0,3,0,2,0,3,37.5,8,3,7,42.9
,,,,,,lgothagun,9,1,7,0,0,2,2,4,36.4,11,1,7,14.3
