Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Nun But Killas,0|0|0|0|0|83,Win,,,,,,,,,,,,,,
,,,,,,Blewstrips,38,1,4,1,0,1,2,13,86.7,15,10,11,90.9
,,,,,,ForgivePxrge,20,0,0,1,0,2,0,7,87.5,8,6,7,85.7
,,,,,,Defensive1stTeam,14,13,4,0,0,0,1,7,70.0,10,0,0,0
,,,,,,Daehonncho,6,0,9,0,0,1,1,3,37.5,8,0,3,0.0
,,,,,,DellCobain,5,4,3,0,0,0,1,2,28.6,7,1,4,25.0
,,,Lightsout,0|0|0|0|0|78,Loss,,,,,,,,,,,,,,,
,,,,,,IIIzIIII,42,0,3,1,0,0,3,14,87.5,16,10,12,83.3
,,,,,,Melder_,12,4,3,1,0,1,0,5,71.4,7,2,2,100.0
,,,,,,TmChris2k,12,1,15,1,0,1,0,5,50.0,10,2,5,40.0
,,,,,,IRecedel,6,3,2,1,3,2,1,2,40.0,5,2,4,50.0
,,,,,,Real JGF,6,0,0,1,0,2,0,2,100.0,2,2,2,100.0
