Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/8/2025,,Regular Season,6ix Elite,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,IIManuck,24,1,1,4,0,2,0,9,75.0,12,6,8,75.0
,,,,,,StephBeenLit,22,0,3,1,0,1,0,9,64.3,14,3,5,60.0
,,,,,,lilciink,14,1,1,3,0,1,0,6,75.0,8,2,3,66.7
,,,,,,Dungardoctor,12,12,7,0,0,0,0,6,75.0,8,0,1,0.0
,,,,,,RhinoDiarrhea,8,2,16,1,0,1,0,3,42.9,7,2,6,33.3
,,,The 6ixx Prep,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,Stealoh,20,0,7,0,1,0,3,7,70.0,10,6,7,85.7
,,,,,,Ttv-bangbrojayloo,16,0,3,0,0,2,2,5,55.6,9,4,5,80.0
,,,,,,LocckJa,13,0,0,0,0,2,2,4,66.7,6,3,5,60.0
,,,,,,Svmmrs1of1,10,7,1,0,0,0,1,5,83.3,6,0,0,0
,,,,,,Spookynugget24,0,2,1,0,0,1,1,0,0.0,1,0,0,0
