Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|94,Win,,,,,,,,,,,,,,
,,,,,,lgothagun,37,0,3,0,0,1,3,14,93.3,15,9,10,90.0
,,,,,,outxshyne,23,0,0,2,0,0,0,9,81.8,11,5,7,71.4
,,,,,,xojask,19,10,7,2,0,0,3,7,77.8,9,3,4,75.0
,,,,,,SioDied,10,3,8,4,1,2,1,4,50.0,8,1,4,25.0
,,,,,,Agaara,5,1,1,1,0,3,0,2,66.7,3,1,2,50.0
,,,InVigor Alliance,0|0|0|0|0|82,Loss,,,,,,,,,,,,,,,
,,,,,,KPMR,25,0,5,3,0,0,0,10,71.4,14,5,8,62.5
,,,,,,ImThePringleman,21,0,1,0,0,2,1,8,61.5,13,5,9,55.6
,,,,,,bronx_duffle,18,1,3,1,0,0,1,7,70.0,10,4,7,57.1
,,,,,,lakiwi,14,1,10,1,0,2,4,6,54.5,11,2,5,40.0
,,,,,,Smoove Tristxn,4,10,8,0,0,1,3,2,66.7,3,0,0,0
