Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Untouchabulls,0|0|0|0|0|91,Win,,,,,,,,,,,,,,
,,,,,,ISwaggyz,43,1,11,2,0,2,1,16,61.5,26,11,19,57.9
,,,,,,ICHEVVAI,21,1,0,4,0,1,0,9,100.0,9,3,3,100.0
,,,,,,LockGPT,14,0,5,1,0,0,0,6,75.0,8,2,3,66.7
,,,,,,Controverssy,10,8,4,2,0,0,2,4,100.0,4,0,0,0
,,,,,,ICoscu,3,5,3,1,0,0,1,1,50.0,2,1,1,100.0
,,,Nightmare City,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,,
,,,,,,island Devil,27,0,8,0,0,0,4,10,52.6,19,7,14,50.0
,,,,,,xLattin,25,0,1,0,0,1,1,10,83.3,12,5,6,83.3
,,,,,,XxCLUSIVE,8,9,3,0,0,1,3,4,66.7,6,0,1,0.0
,,,,,,Catchingblessing,8,2,4,1,1,3,3,3,75.0,4,2,3,66.7
,,,,,,Xxmoneycashxx,0,1,1,0,0,0,0,0,0.0,1,0,0,0
