Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Bodega Cats,0|0|0|0|0|71,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,26,0,1,1,0,1,1,9,81.8,11,8,8,100.0
,,,,,,goldenboy YP,19,1,8,1,0,1,2,5,38.5,13,2,4,50.0
,,,,,,lvlr Syn,18,7,2,1,1,1,0,7,87.5,8,4,4,100.0
,,,,,,TaeCP,8,11,0,0,1,0,0,3,42.9,7,2,4,50.0
,,,,,,o_ihoop5_o,0,1,5,1,0,4,2,0,0.0,2,0,1,0.0
,,,Nightmare City,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,xLattin,33,0,5,1,0,0,0,13,61.9,21,7,13,53.8
,,,,,,island Devil,28,0,3,0,0,1,2,10,66.7,15,8,10,80.0
,,,,,,XxCLUSIVE,4,6,4,1,0,0,1,2,40.0,5,0,0,0
,,,,,,Xxmoneycashxx,2,0,2,0,0,2,0,1,33.3,3,0,2,0.0
,,,,,,Catchingblessing,0,10,6,2,1,2,1,0,0.0,3,0,3,0.0
