Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Nightmare City,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,island Devil,28,0,7,0,0,0,7,8,72.7,11,6,7,85.7
,,,,,,xLattin,21,0,5,0,0,1,0,8,80.0,10,5,6,83.3
,,,,,,XxCLUSIVE,16,11,5,0,0,2,1,8,61.5,13,0,2,0.0
,,,,,,Catchingblessing,3,2,1,2,1,4,1,1,33.3,3,1,3,33.3
,,,,,,Xxmoneycashxx,2,0,0,2,0,0,0,1,50.0,2,0,0,0
,,,Hells Paradise,0|0|0|0|0|72,Win,,,,,,,,,,,,,,,
,,,,,,TTV 4kJayW,20,0,6,1,0,3,0,7,77.8,9,6,8,75.0
,,,,,,Sinnerz ll,15,1,8,0,0,0,3,5,31.3,16,5,12,41.7
,,,,,,Jitzeus,15,12,5,1,1,0,0,6,75.0,8,0,0,0
,,,,,,DonJulioTV,14,1,1,5,0,2,2,6,60.0,10,2,5,40.0
,,,,,,MJ EXISTS,8,3,2,2,0,2,1,3,75.0,4,2,3,66.7
