Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,
,,,,,,Reedrix,20,11,4,0,0,1,0,10,90.9,11,0,0,0
,,,,,,Fen Sins,18,0,5,3,0,0,3,7,70.0,10,4,6,66.7
,,,,,,I CheddR I,13,0,8,2,0,1,1,5,41.7,12,3,8,37.5
,,,,,,King Plamer,13,1,1,1,1,4,1,6,75.0,8,1,3,33.3
,,,,,,VelcroV,2,0,1,0,0,2,0,1,100.0,1,0,0,0
,,,Heartless,0|0|0|0|0|75,Win,,,,,,,,,,,,,,,
,,,,,,GINOBILLI,24,0,10,1,0,0,2,8,66.7,12,8,11,72.7
,,,,,,lllllll1,18,1,2,1,0,1,0,7,58.3,12,4,8,50.0
,,,,,,ILouiiV,18,7,2,0,0,0,2,7,100.0,7,0,0,0
,,,,,,II MxL II,11,3,3,3,0,1,1,3,75.0,4,3,4,75.0
,,,,,,Prvmx,4,0,1,0,0,1,1,2,50.0,4,0,0,0
