Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,Fen Sins,41,1,4,1,0,0,2,14,66.7,21,11,15,73.3
,,,,,,Gamble Scopes,10,0,1,1,0,2,3,5,83.3,6,0,0,0
,,,,,,King Plamer,10,1,2,3,1,0,0,4,57.1,7,2,3,66.7
,,,,,,DizzyFS,6,0,3,1,0,2,1,2,28.6,7,2,6,33.3
,,,,,,Reedrix,6,18,4,2,1,0,2,3,60.0,5,0,0,0
,,,Bad Energy,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,,
,,,,,,nxtgenstreetTTV,19,1,2,1,0,3,0,7,77.8,9,5,7,71.4
,,,,,,Mvsephh,17,4,4,3,3,2,2,7,63.6,11,3,4,75.0
,,,,,,ILocksy,16,2,8,2,0,1,7,6,50.0,12,4,8,50.0
,,,,,,AintThatOurBall,7,2,2,0,0,3,0,3,75.0,4,1,1,100.0
,,,,,,CJ_OnDeck,4,0,1,2,0,3,1,2,100.0,2,0,0,0
