Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Hells Paradise,0|0|0|0|0|103,Win,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,40,0,7,1,0,1,1,15,68.2,22,6,10,60.0
,,,,,,TTV 4kJayW,26,0,9,3,0,1,0,9,64.3,14,8,13,61.5
,,,,,,MJ EXISTS,25,1,2,6,1,5,0,10,76.9,13,5,5,100.0
,,,,,,Jitzeus,10,10,5,0,0,0,1,5,100.0,5,0,0,0
,,,,,,DonJulioTV,2,6,3,2,2,1,0,1,50.0,2,0,1,0.0
,,,DUB DYNASTY,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,Iplayhashttv,19,0,5,0,0,0,0,8,72.7,11,3,6,50.0
,,,,,,Dynastyxkdub2k,13,4,1,1,0,1,2,5,62.5,8,3,5,60.0
,,,,,,IDKVINO,12,0,1,1,0,6,1,4,50.0,8,4,7,57.1
,,,,,,Tiktokpablo,10,0,13,0,0,0,6,4,30.8,13,2,9,22.2
,,,,,,Zendrawlin,10,11,3,0,0,1,5,5,83.3,6,0,0,0
