Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,DUB DYNASTY,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,
,,,,,,Tiktokpablo,25,1,13,0,0,1,4,9,69.2,13,2,4,50.0
,,,,,,Walksum-,20,0,2,1,0,4,0,9,64.3,14,2,6,33.3
,,,,,,Dynastyxkdub2k,12,6,1,1,1,1,1,5,71.4,7,2,3,66.7
,,,,,,IDKVINO,9,1,0,0,0,2,0,3,60.0,5,3,5,60.0
,,,,,,LNO802MAG,8,6,4,1,4,1,1,4,66.7,6,0,1,0.0
,,,6ixFatal,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,Breeshaveli,35,1,4,0,0,3,2,13,56.5,23,8,16,50.0
,,,,,,NooDipp,25,0,2,3,0,1,0,9,52.9,17,5,8,62.5
,,,,,,IxJasonl,14,15,3,0,0,1,0,7,70.0,10,0,0,0
,,,,,,IIswipez,5,2,1,3,0,3,1,2,50.0,4,1,2,50.0
,,,,,,Teeswings,3,4,2,0,0,1,1,1,25.0,4,1,3,33.3
