Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,DogHouse,0|0|0|0|0|89,Win,,,,,,,,,,,,,,
,,,,,,LvKaid,44,0,6,1,0,0,1,14,58.3,24,13,22,59.1
,,,,,,Itsphoenix658,17,0,1,0,0,2,0,6,60.0,10,5,8,62.5
,,,,,,ShootLikeDev,14,0,3,3,0,1,1,5,83.3,6,4,5,80.0
,,,,,,KingPapiDrip,8,18,6,2,0,0,0,3,100.0,3,0,0,0
,,,,,,STF_Merk,6,3,3,1,0,3,0,3,75.0,4,0,0,0
,,,Triborough,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,G_RAWWW3,19,3,1,1,2,3,0,7,50.0,14,5,10,50.0
,,,,,,BaseballJ-TikTok,18,0,5,0,0,2,6,7,63.6,11,4,5,80.0
,,,,,,CrushMyShi,16,1,4,0,0,0,0,5,45.5,11,3,8,37.5
,,,,,,XBrixton_,2,6,2,0,0,0,1,1,50.0,2,0,0,0
,,,,,,ITROYBOYI,0,2,1,0,0,1,1,0,0.0,1,0,0,0
