Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Abandoned Ones,0|0|0|0|0|93,Win,,,,,,,,,,,,,,
,,,,,,WavyJC_,33,1,6,3,0,1,3,12,75.0,16,9,12,75.0
,,,,,,Wrap Again,26,1,10,2,0,0,0,10,71.4,14,6,9,66.7
,,,,,,Ima sell,19,1,1,2,0,4,0,8,66.7,12,3,6,50.0
,,,,,,KingSebass_,10,14,7,1,1,1,1,5,71.4,7,0,0,0
,,,,,,sSq5der,5,4,5,2,0,1,4,2,40.0,5,1,2,50.0
,,,Dawg Mentality,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,,
,,,,,,Best Break,30,0,3,0,0,1,3,11,61.1,18,8,12,66.7
,,,,,,IIG3NEII,20,0,0,2,0,0,1,8,88.9,9,4,4,100.0
,,,,,,xthebeltx,15,0,9,2,0,1,5,4,36.4,11,2,8,25.0
,,,,,,Drenchgod919,8,9,2,2,1,0,2,4,66.7,6,0,0,0
,,,,,,Lane Stealin,0,6,1,1,0,3,2,0,0.0,2,0,2,0.0
