Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Top Notch Pro Am,0|0|0|0|0|96,Win,,,,,,,,,,,,,,
,,,,,,FarewellTour,40,1,9,1,0,0,0,15,83.3,18,9,11,81.8
,,,,,,llBliik,29,0,2,3,0,1,0,9,75.0,12,9,12,75.0
,,,,,,DayyTc,19,3,1,2,1,2,2,7,63.6,11,5,7,71.4
,,,,,,OneWayPistol,6,9,4,0,0,0,1,3,75.0,4,0,1,0.0
,,,,,,HxchoG,2,0,3,1,0,2,2,0,0.0,1,0,1,0.0
,,,Supreme styles,0|0|0|0|0|79,Loss,,,,,,,,,,,,,,,
,,,,,,Nolimitkev,31,0,4,3,0,1,1,11,61.1,18,9,15,60.0
,,,,,,LethalTrxster,18,9,5,0,1,3,3,7,63.6,11,2,3,66.7
,,,,,,Stammm7,11,5,4,0,0,0,1,4,66.7,6,3,4,75.0
,,,,,,Iiithexmaniii,10,0,6,0,0,1,1,4,50.0,8,2,4,50.0
,,,,,,Amp110,9,0,3,0,0,2,1,3,75.0,4,3,4,75.0
