Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Supreme styles,0|0|0|0|0|47,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,20,0,1,0,1,4,0,6,42.9,14,4,11,36.4
,,,,,,LethalTrxster,13,8,3,0,0,0,2,6,66.7,9,1,2,50.0
,,,,,,Stammm7,11,1,0,2,1,4,1,4,50.0,8,2,6,33.3
,,,,,,Iiithexmaniii,3,2,9,1,0,1,1,1,20.0,5,0,3,0.0
,,,,,,Amp110,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0
,,,The 6ixx Prep,0|0|0|0|0|55,Win,,,,,,,,,,,,,,,
,,,,,,Svmmrs1of1,16,20,2,2,0,0,1,6,60.0,10,0,0,0
,,,,,,Kel06im,15,1,0,0,0,2,2,6,60.0,10,3,5,60.0
,,,,,,Stealoh,12,0,8,0,0,0,2,5,62.5,8,2,5,40.0
,,,,,,Spookynugget24,7,3,2,1,0,4,2,3,60.0,5,1,2,50.0
,,,,,,fayewebster,5,0,1,1,0,1,0,2,66.7,3,1,2,50.0
