Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Bodega Cats,0|0|0|0|0|75,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,25,0,3,1,0,0,2,7,70.0,10,5,7,71.4
,,,,,,goldenboy YP,23,0,4,2,0,2,2,10,76.9,13,3,5,60.0
,,,,,,TaeCP,10,8,2,2,4,4,4,5,71.4,7,0,0,0
,,,,,,o_ihoop5_o,9,2,9,4,0,1,0,4,80.0,5,1,2,50.0
,,,,,,lvlr Syn,8,2,0,0,0,1,2,3,50.0,6,2,3,66.7
,,,Nun But Killas,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,,
,,,,,,Hennmothy,21,0,1,1,0,0,2,7,46.7,15,5,10,50.0
,,,,,,Daehonncho,20,1,6,1,0,1,4,8,66.7,12,2,3,66.7
,,,,,,DellCobain,14,3,1,2,1,2,2,6,60.0,10,2,3,66.7
,,,,,,ForgivePxrge,9,1,0,1,0,2,0,4,57.1,7,1,4,25.0
,,,,,,Defensive1stTeam,6,12,6,2,0,2,2,0,0.0,1,0,0,0
