Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Hidden Greatness,0|0|0|0|0|47,Loss,,,,,,,,,,,,,,
,,,,,,EvolutionDrizzy,14,0,3,0,0,0,1,5,41.7,12,4,10,40.0
,,,,,,Tfjuice,12,0,1,1,0,0,2,4,100.0,4,4,4,100.0
,,,,,,Futurewyd,10,1,7,2,0,1,5,3,30.0,10,1,6,16.7
,,,,,,Bufsi,6,6,2,1,0,0,2,3,33.3,9,0,5,0.0
,,,,,,EvolutionWillie,5,1,0,0,0,0,2,2,28.6,7,1,3,33.3
,,,SWVA PARADISE,0|0|0|0|0|110,Win,,,,,,,,,,,,,,,
,,,,,,Fen Sins,43,1,5,0,0,0,0,16,88.9,18,11,11,100.0
,,,,,,I CheddR I,27,0,3,0,0,0,1,10,83.3,12,7,9,77.8
,,,,,,Gamble Scopes,14,0,1,3,0,4,2,6,54.5,11,2,5,40.0
,,,,,,King Plamer,14,2,7,5,1,3,1,6,66.7,9,2,5,40.0
,,,,,,Reedrix,12,24,15,0,0,0,0,6,100.0,6,0,0,0
