Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Coatesville,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,EnvyZayyy,22,0,6,2,0,0,1,8,57.1,14,6,11,54.5
,,,,,,BudSkrt,16,9,1,1,0,5,2,8,100.0,8,0,0,0
,,,,,,JlottoDaDon,15,0,9,0,0,1,5,3,37.5,8,2,7,28.6
,,,,,,IIBiggWanll,9,0,0,2,0,3,2,4,66.7,6,1,3,33.3
,,,,,,VerifiedMere,8,4,0,3,0,0,0,3,75.0,4,2,2,100.0
,,,Nun But Killas,0|0|0|0|0|79,Win,,,,,,,,,,,,,,,
,,,,,,Blewstrips,22,1,5,2,0,0,5,7,53.8,13,6,11,54.5
,,,,,,ForgivePxrge,21,0,2,0,0,0,0,7,63.6,11,6,10,60.0
,,,,,,Juice_uchiha,17,5,3,2,0,4,2,6,54.5,11,1,6,16.7
,,,,,,Defensive1stTeam,14,15,2,0,0,3,0,7,87.5,8,0,0,0
,,,,,,Hennmothy,5,0,5,3,0,4,2,2,50.0,4,1,3,33.3
