Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,LeanTeam,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,LTMaal,21,1,22,3,0,2,3,8,72.7,11,3,4,75.0
,,,,,,Im Their Plug,20,12,2,0,0,2,1,9,60.0,15,2,4,50.0
,,,,,,D redd2x,17,6,1,0,2,0,1,7,87.5,8,3,3,100.0
,,,,,,Kyng Gaza,15,1,4,3,0,3,0,5,50.0,10,5,9,55.6
,,,,,,ImDeezus,5,3,1,0,1,0,1,2,40.0,5,0,0,0
,,,Bodega Cats,0|0|0|0|0|58,Loss,,,,,,,,,,,,,,,
,,,,,,lvlr Syn,18,8,0,1,0,0,2,7,63.6,11,4,7,57.1
,,,,,,goldenboy YP,15,0,5,1,0,2,5,5,35.7,14,3,6,50.0
,,,,,,GK1LLER77,14,2,3,0,0,1,2,5,38.5,13,4,10,40.0
,,,,,,o_ihoop5_o,9,1,4,1,0,2,1,3,50.0,6,3,4,75.0
,,,,,,xDukeYung,2,9,6,2,2,0,0,1,33.3,3,0,0,0
