Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Must See TV,0|0|0|0|0|89,Win,,,,,,,,,,,,,,
,,,,,,Osakueva,28,0,8,7,0,2,3,11,73.3,15,5,7,71.4
,,,,,,A WalkingBucket_,25,2,5,3,0,2,1,10,66.7,15,5,7,71.4
,,,,,,xPaleleiB,19,8,1,0,1,1,1,8,72.7,11,1,1,100.0
,,,,,,Solaar,17,8,2,5,0,3,1,6,50.0,12,5,10,50.0
,,,,,,ReturnOfDC,0,1,1,0,0,2,0,0,0.0,4,0,4,0.0
,,,New Strap City,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,,
,,,,,,TheGlue4,26,3,6,2,0,0,5,9,64.3,14,5,9,55.6
,,,,,,iFlexx_48,23,0,2,1,0,4,1,8,61.5,13,7,10,70.0
,,,,,,Yikki-Za,6,3,2,2,0,2,2,2,50.0,4,2,4,50.0
,,,,,,Melo3pt,6,0,6,0,0,1,4,2,50.0,4,2,3,66.7
,,,,,,|-Dreadz-|,5,12,4,0,1,0,4,2,28.6,7,0,0,0
