Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,6ixFatal,0|0|0|0|0|83,Win,,,,,,,,,,,,,,
,,,,,,NooDipp,36,0,5,0,0,0,0,14,87.5,16,6,6,100.0
,,,,,,Breeshaveli,19,1,14,0,0,2,3,7,63.6,11,5,8,62.5
,,,,,,IIswipez,12,1,2,5,0,1,1,5,71.4,7,2,4,50.0
,,,,,,IxJasonl,10,3,1,0,0,2,0,5,83.3,6,0,0,0
,,,,,,Teeswings,6,5,2,2,1,0,0,2,100.0,2,2,2,100.0
,,,6ix Elite,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,StephBeenLit,22,0,1,0,0,1,1,8,80.0,10,6,7,85.7
,,,,,,RhinoDiarrhea,19,3,18,1,0,0,4,6,46.2,13,6,13,46.2
,,,,,,IIManuck,13,2,0,1,2,2,0,5,62.5,8,3,3,100.0
,,,,,,Dungardoctor,11,5,3,0,0,1,2,5,83.3,6,1,1,100.0
,,,,,,lilciink,9,0,0,1,0,2,0,4,100.0,4,1,1,100.0
