Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,ORIGINAL BROTHERS,0|0|0|0|0|41,Win,,,,,,,,,,,,,,
,,,,,,PlacidBoyRico,17,0,9,3,0,0,2,6,50.0,12,3,7,42.9
,,,,,,iSnaPP3d TTV,12,0,1,3,0,0,0,5,100.0,5,2,2,100.0
,,,,,,Spacely11,5,1,0,0,0,0,0,2,66.7,3,1,2,50.0
,,,,,,Imbig2x,4,4,1,0,0,0,1,2,66.7,3,0,1,0.0
,,,,,,Dcash ny,3,1,1,1,1,2,1,1,33.3,3,1,2,50.0
,,,6ixFatal,0|0|0|0|0|34,Loss,,,,,,,,,,,,,,,
,,,,,,IIITeelll,12,0,5,0,0,0,1,5,55.6,9,2,6,33.3
,,,,,,Yaegoated,8,8,3,2,0,0,1,4,100.0,4,0,0,0
,,,,,,Ttv-bangbrojayloo,7,1,0,1,0,1,4,3,60.0,5,1,3,33.3
,,,,,,Teeswings,5,2,0,0,0,1,0,2,50.0,4,1,3,33.3
,,,,,,BroNemGrave-,2,0,1,0,0,1,1,1,50.0,2,0,1,0.0
