Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Loyalty Runs Deep,0|0|0|0|0|55,Win,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,39,1,2,2,0,1,1,13,81.3,16,13,16,81.3
,,,,,,IIIAmVicious,8,0,1,0,0,1,0,3,60.0,5,2,3,66.7
,,,,,,R1 oSaints,6,5,3,1,0,0,0,2,66.7,3,2,2,100.0
,,,,,,Damnn_CB,2,3,2,1,0,0,1,1,100.0,1,0,0,0
,,,,,,Sessions4467,0,2,2,1,1,0,0,0,0,0,0,0,0
,,,ORIGINAL BROTHERS,0|0|0|0|0|23,Loss,,,,,,,,,,,,,,,
,,,,,,Spacely11,9,0,1,0,0,2,1,3,60.0,5,3,3,100.0
,,,,,,iSnaPP3d TTV,8,5,0,0,0,1,2,3,75.0,4,2,2,100.0
,,,,,,Dcash ny,3,1,1,1,0,0,0,1,50.0,2,1,2,50.0
,,,,,,Imbig2x,3,0,1,0,0,0,0,1,33.3,3,1,2,50.0
,,,,,,PlacidBoyRico,0,0,5,0,0,0,4,0,0.0,5,0,5,0.0
