Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,ORIGINAL BROTHERS,0|0|0|0|0|24,Loss,,,,,,,,,,,,,,
,,,,,,PlacidBoyRico,7,0,5,0,0,1,2,3,50.0,6,1,3,33.3
,,,,,,iSnaPP3d TTV,6,0,0,0,0,0,2,2,100.0,2,2,2,100.0
,,,,,,Imbig2x,5,1,0,0,0,2,0,2,100.0,2,1,1,100.0
,,,,,,Dcash ny,3,1,1,0,0,1,1,1,25.0,4,1,4,25.0
,,,,,,Spacely11,3,1,0,1,0,2,0,1,50.0,2,1,2,50.0
,,,6ixFatal,0|0|0|0|0|35,Win,,,,,,,,,,,,,,,
,,,,,,IIITeelll,10,0,3,0,0,0,0,3,42.9,7,2,5,40.0
,,,,,,BroNemGrave-,10,0,1,2,0,1,0,5,100.0,5,0,0,0
,,,,,,Ttv-bangbrojayloo,7,0,3,0,0,0,0,3,60.0,5,1,3,33.3
,,,,,,Yaegoated,6,8,2,0,0,0,0,3,100.0,3,0,0,0
,,,,,,Teeswings,2,2,1,1,0,0,1,1,100.0,1,0,0,0
