Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Flourish Citizens,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,ImClem4Real,26,0,5,0,1,0,5,9,81.8,11,6,8,75.0
,,,,,,TGF4021,20,9,3,0,0,1,2,10,83.3,12,0,0,0
,,,,,,JMDHeisman,12,0,3,0,0,0,1,5,83.3,6,2,2,100.0
,,,,,,JJGotTheJuice,7,0,0,2,0,1,2,3,75.0,4,1,2,50.0
,,,,,,xzDOPExz,4,3,4,1,0,1,0,2,33.3,6,0,3,0.0
,,,Heartless,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,Prvmx,27,0,4,5,0,3,2,10,90.9,11,7,7,100.0
,,,,,,GINOBILLI,18,0,15,2,0,1,3,6,46.2,13,4,9,44.4
,,,,,,lllllll1,15,0,5,0,0,0,0,6,54.5,11,3,7,42.9
,,,,,,EmbraceDaEgo,12,4,0,1,0,0,0,4,66.7,6,4,6,66.7
,,,,,,ILouiiV,10,5,1,2,0,0,0,5,100.0,5,0,0,0
