Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Flourish Citizens,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,
,,,,,,JMDHeisman,20,0,5,0,0,0,0,8,72.7,11,3,4,75.0
,,,,,,TGF4021,18,13,6,0,1,0,1,9,75.0,12,0,0,0
,,,,,,xRetrOqt,11,0,10,0,0,0,10,4,33.3,12,3,10,30.0
,,,,,,M1keyTheGem40,7,5,1,0,2,0,0,3,100.0,3,1,1,100.0
,,,,,,xzDOPExz,7,2,1,0,1,0,1,3,50.0,6,1,4,25.0
,,,Lightsout,0|0|0|0|0|94,Win,,,,,,,,,,,,,,,
,,,,,,IIIzIIII,49,0,0,2,0,1,0,17,77.3,22,15,19,78.9
,,,,,,Melder_,16,7,4,1,0,0,1,7,58.3,12,2,5,40.0
,,,,,,TmChris2k,14,0,12,4,0,0,0,5,62.5,8,4,5,80.0
,,,,,,Real JGF,12,9,4,3,0,2,0,4,44.4,9,4,9,44.4
,,,,,,LegendaryyTim,3,0,2,1,0,1,0,1,20.0,5,1,4,25.0
