Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Defy Gravity,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,llSafll,18,1,11,0,0,0,6,6,54.5,11,6,9,66.7
,,,,,,Vleur,15,3,4,0,1,2,0,6,54.5,11,3,6,50.0
,,,,,,mo means,14,0,6,2,0,4,0,6,54.5,11,2,6,33.3
,,,,,,Ayeeyoocorb,12,2,1,0,0,1,0,4,100.0,4,4,4,100.0
,,,,,,mytimbsrfake,12,8,1,1,0,1,4,6,60.0,10,0,1,0.0
,,,Coatesville,0|0|0|0|0|90,Win,,,,,,,,,,,,,,,
,,,,,,Xmajxx,23,1,13,3,0,0,2,8,66.7,12,5,8,62.5
,,,,,,A_M_bush3,22,12,4,0,1,1,2,11,84.6,13,0,0,0
,,,,,,IIBiggWanll,18,0,0,2,0,2,0,8,72.7,11,2,4,50.0
,,,,,,EnvyZayyy,15,0,6,2,0,1,0,5,50.0,10,5,9,55.6
,,,,,,JlottoDaDon,12,6,4,1,0,0,0,4,80.0,5,4,5,80.0
