Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Defy Gravity,0|0|0|0|0|7,Loss,,,,,,,,,,,,,,
,,,,,,mytimbsrfake,4,4,1,1,0,0,0,2,66.7,3,0,0,0
,,,,,,Ayeeyoocorb,3,1,0,0,0,0,1,1,100.0,1,1,1,100.0
,,,,,,Vleur,0,0,0,1,0,0,1,0,0.0,3,0,2,0.0
,,,,,,mo means,0,0,1,0,0,0,1,0,0.0,2,0,2,0.0
,,,,,,llSafll,0,0,1,0,0,0,4,0,0.0,1,0,1,0.0
,,,Coatesville,0|0|0|0|0|29,Win,,,,,,,,,,,,,,,
,,,,,,EnvyZayyy,24,0,0,1,0,1,0,8,100.0,8,8,8,100.0
,,,,,,Xmajxx,3,1,5,1,0,0,1,1,50.0,2,1,2,50.0
,,,,,,A_M_bush3,2,3,1,0,1,0,0,1,100.0,1,0,0,0
,,,,,,JlottoDaDon,0,0,1,0,0,0,1,0,0,0,0,0,0
,,,,,,IIBiggWanll,0,0,1,3,0,0,0,0,0.0,1,0,0,0
