Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Bodega Cats,0|0|0|0|0|81,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,29,2,3,1,0,0,3,11,73.3,15,7,11,63.6
,,,,,,goldenboy YP,20,0,6,0,0,1,0,9,69.2,13,2,4,50.0
,,,,,,TaeCP,17,12,3,0,0,1,2,7,87.5,8,3,4,75.0
,,,,,,lvlr Syn,10,3,0,1,1,2,1,4,66.7,6,2,3,66.7
,,,,,,o_ihoop5_o,5,1,13,3,1,3,2,2,100.0,2,1,1,100.0
,,,Lightsout,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,,
,,,,,,IIIzIIII,37,1,6,2,0,0,0,13,54.2,24,11,20,55.0
,,,,,,TmChris2k,17,0,7,3,0,3,3,6,46.2,13,4,8,50.0
,,,,,,Real JGF,10,2,0,1,0,1,0,4,44.4,9,2,4,50.0
,,,,,,Melder_,9,2,2,2,0,0,1,3,37.5,8,3,8,37.5
,,,,,,XFatboyTrae,0,14,4,0,0,0,2,0,0,0,0,0,0
