Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Dawg Mentality,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,
,,,,,,xthebeltx,18,0,8,0,0,1,6,5,55.6,9,5,8,62.5
,,,,,,JGxCashout919,16,0,4,1,0,4,4,6,75.0,8,4,6,66.7
,,,,,,Drenchgod919,16,6,6,0,0,3,3,8,100.0,8,0,0,0
,,,,,,Lane Stealin,11,5,2,0,0,1,1,4,80.0,5,3,4,75.0
,,,,,,Best Break,6,0,0,0,0,1,1,2,33.3,6,2,4,50.0
,,,Hoop Nation,0|0|0|0|0|89,Win,,,,,,,,,,,,,,,
,,,,,,Perlsmutty,32,0,0,1,0,2,0,13,76.5,17,6,10,60.0
,,,,,,Deadpoolk,25,0,8,2,0,1,3,10,58.8,17,5,9,55.6
,,,,,,HAAMICIDE,12,1,4,4,0,5,0,5,83.3,6,2,3,66.7
,,,,,,TTurboXXL,10,1,2,5,0,0,0,4,66.7,6,2,3,66.7
,,,,,,wavvyxxll,10,16,4,0,0,0,0,5,45.5,11,0,2,0.0
