Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Before The Fame,0|0|0|0|0|48,Win,,,,,,,,,,,,,,
,,,,,,stunsational,23,1,1,0,0,0,0,8,80.0,10,7,8,87.5
,,,,,,jayotoocold,8,1,0,0,0,1,1,3,60.0,5,2,3,66.7
,,,,,,Jack3sOnly,7,1,5,0,0,0,0,3,42.9,7,1,2,50.0
,,,,,,ohdonn,6,4,1,1,1,1,0,2,66.7,3,2,3,66.7
,,,,,,xkingsworld,4,9,5,0,0,1,0,2,100.0,2,0,0,0
,,,BOOM3Rz,0|0|0|0|0|28,Loss,,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,22,0,1,1,0,2,0,8,66.7,12,4,5,80.0
,,,,,,Laayupk,3,0,3,0,0,0,0,1,50.0,2,1,2,50.0
,,,,,,IlMarkNuttlI,3,4,1,0,0,1,1,1,100.0,1,1,1,100.0
,,,,,,Lxrcenyy,0,2,1,0,0,0,0,0,0.0,4,0,2,0.0
,,,,,,NeverPassingIt,0,0,0,0,0,0,0,0,0.0,5,0,3,0.0
