Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,High Octane,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,SpilledMyWock-,20,0,1,0,0,1,2,7,87.5,8,6,6,100.0
,,,,,,Evos-Phynx,18,1,7,0,0,0,5,6,37.5,16,3,9,33.3
,,,,,,PurpDaMenace,13,12,7,0,1,2,1,6,100.0,6,1,1,100.0
,,,,,,IIDevoll,12,4,2,0,0,1,0,4,80.0,5,4,5,80.0
,,,,,,WooHardxn,8,1,1,0,0,3,1,3,60.0,5,2,4,50.0
,,,Before The Fame,0|0|0|0|0|79,Win,,,,,,,,,,,,,,,
,,,,,,Jack3sOnly,24,0,4,0,0,0,0,8,66.7,12,8,10,80.0
,,,,,,jayotoocold,15,2,1,2,0,3,0,6,66.7,9,3,5,60.0
,,,,,,stunsational,14,0,3,4,0,4,0,6,50.0,12,2,3,66.7
,,,,,,ohdonn,14,1,2,3,3,0,0,5,71.4,7,4,6,66.7
,,,,,,xkingsworld,12,10,4,0,0,0,0,4,57.1,7,1,1,100.0
