Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|53,Loss,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,20,1,6,0,0,1,5,9,64.3,14,2,7,28.6
,,,,,,NeverPassingIt,12,0,2,1,0,1,0,5,50.0,10,2,7,28.6
,,,,,,IlMarkNuttlI,10,5,3,1,0,0,2,4,66.7,6,2,4,50.0
,,,,,,Laayupk,9,0,2,0,0,2,2,4,66.7,6,1,2,50.0
,,,,,,Lxrcenyy,2,4,0,0,0,2,1,0,0,0,0,0,0
,,,Before The Fame,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,ohdonn,22,4,3,2,0,2,0,8,80.0,10,6,8,75.0
,,,,,,Jack3sOnly,21,0,6,3,0,0,2,7,58.3,12,6,11,54.5
,,,,,,stunsational,21,0,5,1,0,0,0,9,64.3,14,3,7,42.9
,,,,,,jayotoocold,13,5,3,1,0,2,0,5,100.0,5,3,3,100.0
,,,,,,xkingsworld,6,9,6,0,0,0,2,3,50.0,6,0,0,0
