Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Supreme styles,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,23,0,1,1,0,2,1,9,52.9,17,5,10,50.0
,,,,,,PurpDaMenace,14,6,0,0,0,1,1,6,66.7,9,2,4,50.0
,,,,,,Iiithexmaniii,11,0,10,1,0,2,1,4,36.4,11,1,4,25.0
,,,,,,Stammm7,10,10,3,1,0,3,2,3,75.0,4,2,3,66.7
,,,,,,Amp110,2,0,1,0,0,1,0,1,100.0,1,0,0,0
,,,6ixFatal,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,21,0,2,1,0,0,1,7,53.8,13,7,9,77.8
,,,,,,Teeswings,16,6,1,0,2,0,1,6,60.0,10,2,6,33.3
,,,,,,IIITeelll,14,0,7,2,0,0,0,5,45.5,11,3,8,37.5
,,,,,,Yaegoated,12,12,2,0,1,1,2,6,100.0,6,0,0,0
,,,,,,BroNemGrave-,5,0,2,1,0,2,0,1,33.3,3,1,2,50.0
