Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|16,Loss,,,,,,,,,,,,,,
,,,,,,push meds,9,0,0,0,0,0,0,3,75.0,4,3,4,75.0
,,,,,,gflmilly757,3,0,0,1,0,0,0,1,100.0,1,1,1,100.0
,,,,,,LeGunDownJames,2,1,0,0,0,1,0,1,100.0,1,0,0,0
,,,,,,Ejenk21,2,0,3,0,0,1,3,1,33.3,3,0,2,0.0
,,,,,,ysalB,0,2,1,0,0,2,3,0,0.0,2,0,2,0.0
,,,Top Notch Pro Am,0|0|0|0|0|28,Win,,,,,,,,,,,,,,,
,,,,,,llBliik,9,0,2,0,0,0,0,3,60.0,5,3,4,75.0
,,,,,,FarewellTour,9,0,3,1,0,0,1,3,75.0,4,1,2,50.0
,,,,,,HxchoG,6,1,1,3,0,0,0,3,100.0,3,0,0,0
,,,,,,ActuallyBald,4,8,1,1,0,0,0,2,50.0,4,0,0,0
,,,,,,DayyTc,0,1,1,0,0,0,0,0,0.0,3,0,3,0.0
